Student_ID,Day_of_Week,Total_Sessions,Absence_Count,Absence_Rate
ENHS_SYN_0016,Monday,60,0,0.0
ENHS_SYN_0016,Thursday,59,3,0.0508
ENHS_SYN_0016,Tuesday,60,2,0.0333
ENHS_SYN_0016,Wednesday,60,2,0.0333
ENHS_SYN_0017,Friday,59,5,0.0847
ENHS_SYN_0017,Monday,60,5,0.0833
ENHS_SYN_0017,Thursday,60,6,0.1
ENHS_SYN_0017,Tuesday,60,9,0.15
ENHS_SYN_0017,Wednesday,60,3,0.05
ENHS_SYN_0018,Friday,60,6,0.1
ENHS_SYN_0018,Monday,60,2,0.0333
ENHS_SYN_0018,Thursday,60,3,0.05
ENHS_SYN_0018,Tuesday,60,6,0.1
ENHS_SYN_0018,Wednesday,60,4,0.0667
ENHS_SYN_0019,Friday,60,15,0.25
ENHS_SYN_0019,Monday,59,12,0.2034
ENHS_SYN_0019,Thursday,60,12,0.2
ENHS_SYN_0019,Tuesday,59,11,0.1864
ENHS_SYN_0019,Wednesday,60,11,0.1833
ENHS_SYN_0020,Friday,60,9,0.15
ENHS_SYN_0020,Monday,60,7,0.1167
ENHS_SYN_0020,Thursday,60,4,0.0667
ENHS_SYN_0020,Tuesday,59,3,0.0508
ENHS_SYN_0020,Wednesday,60,4,0.0667
ENHS_SYN_0021,Friday,60,12,0.2
ENHS_SYN_0021,Monday,60,7,0.1167
ENHS_SYN_0021,Thursday,60,6,0.1
ENHS_SYN_0021,Tuesday,60,9,0.15
ENHS_SYN_0021,Wednesday,60,7,0.1167
ENHS_SYN_0022,Friday,60,8,0.1333
ENHS_SYN_0022,Monday,59,11,0.1864
ENHS_SYN_0022,Thursday,60,12,0.2
ENHS_SYN_0022,Tuesday,60,14,0.2333
ENHS_SYN_0022,Wednesday,60,13,0.2167
ENHS_SYN_0023,Friday,60,10,0.1667
ENHS_SYN_0023,Monday,60,14,0.2333
ENHS_SYN_0023,Thursday,60,8,0.1333
ENHS_SYN_0023,Tuesday,60,13,0.2167
ENHS_SYN_0023,Wednesday,60,12,0.2
ENHS_SYN_0024,Friday,60,9,0.15
ENHS_SYN_0024,Monday,60,3,0.05
ENHS_SYN_0024,Thursday,60,9,0.15
ENHS_SYN_0024,Tuesday,60,5,0.0833
ENHS_SYN_0024,Wednesday,60,8,0.1333
ENHS_SYN_0025,Friday,60,10,0.1667
ENHS_SYN_0025,Monday,60,4,0.0667
ENHS_SYN_0025,Thursday,60,6,0.1
ENHS_SYN_0025,Tuesday,59,4,0.0678
ENHS_SYN_0025,Wednesday,60,11,0.1833
ENHS_SYN_0026,Friday,59,12,0.2034
ENHS_SYN_0026,Monday,60,16,0.2667
ENHS_SYN_0026,Thursday,60,13,0.2167
ENHS_SYN_0026,Tuesday,60,11,0.1833
ENHS_SYN_0026,Wednesday,60,18,0.3
ENHS_SYN_0027,Friday,60,12,0.2
ENHS_SYN_0027,Monday,60,9,0.15
ENHS_SYN_0027,Thursday,60,15,0.25
ENHS_SYN_0027,Tuesday,60,11,0.1833
ENHS_SYN_0027,Wednesday,60,10,0.1667
ENHS_SYN_0028,Friday,60,8,0.1333
ENHS_SYN_0028,Monday,60,12,0.2
ENHS_SYN_0028,Thursday,60,17,0.2833
ENHS_SYN_0028,Tuesday,60,9,0.15
ENHS_SYN_0028,Wednesday,59,9,0.1525
ENHS_SYN_0029,Friday,60,9,0.15
ENHS_SYN_0029,Monday,60,4,0.0667
ENHS_SYN_0029,Thursday,60,6,0.1
ENHS_SYN_0029,Tuesday,60,6,0.1
ENHS_SYN_0029,Wednesday,60,16,0.2667
ENHS_SYN_0030,Friday,60,2,0.0333
ENHS_SYN_0030,Monday,60,4,0.0667
ENHS_SYN_0030,Thursday,60,1,0.0167
ENHS_SYN_0030,Tuesday,60,2,0.0333
ENHS_SYN_0030,Wednesday,60,2,0.0333
ENHS_SYN_0031,Friday,60,7,0.1167
ENHS_SYN_0031,Monday,60,11,0.1833
ENHS_SYN_0031,Thursday,60,8,0.1333
ENHS_SYN_0031,Tuesday,60,5,0.0833
ENHS_SYN_0031,Wednesday,60,1,0.0167
ENHS_SYN_0032,Friday,60,10,0.1667
ENHS_SYN_0032,Monday,60,9,0.15
ENHS_SYN_0032,Thursday,60,6,0.1
ENHS_SYN_0032,Tuesday,60,9,0.15
ENHS_SYN_0032,Wednesday,60,9,0.15
ENHS_SYN_0033,Friday,60,20,0.3333
ENHS_SYN_0033,Monday,60,9,0.15
ENHS_SYN_0033,Thursday,60,17,0.2833
ENHS_SYN_0033,Tuesday,60,15,0.25
ENHS_SYN_0033,Wednesday,60,7,0.1167
ENHS_SYN_0034,Friday,60,8,0.1333
ENHS_SYN_0034,Monday,60,8,0.1333
ENHS_SYN_0034,Thursday,60,8,0.1333
ENHS_SYN_0034,Tuesday,60,8,0.1333
ENHS_SYN_0034,Wednesday,60,6,0.1
ENHS_SYN_0035,Friday,60,10,0.1667
ENHS_SYN_0035,Monday,59,12,0.2034
ENHS_SYN_0035,Thursday,60,13,0.2167
ENHS_SYN_0035,Tuesday,60,11,0.1833
ENHS_SYN_0035,Wednesday,60,10,0.1667
ENHS_SYN_0036,Friday,60,8,0.1333
ENHS_SYN_0036,Monday,59,7,0.1186
ENHS_SYN_0036,Thursday,60,3,0.05
ENHS_SYN_0036,Tuesday,60,4,0.0667
ENHS_SYN_0036,Wednesday,60,3,0.05
ENHS_SYN_0037,Friday,60,3,0.05
ENHS_SYN_0037,Monday,60,4,0.0667
ENHS_SYN_0037,Thursday,60,1,0.0167
ENHS_SYN_0037,Tuesday,60,2,0.0333
ENHS_SYN_0037,Wednesday,60,2,0.0333
ENHS_SYN_0038,Friday,60,11,0.1833
ENHS_SYN_0038,Monday,60,8,0.1333
ENHS_SYN_0038,Thursday,60,18,0.3
ENHS_SYN_0038,Tuesday,60,15,0.25
ENHS_SYN_0038,Wednesday,59,10,0.1695
ENHS_SYN_0039,Friday,60,7,0.1167
ENHS_SYN_0039,Monday,60,6,0.1
ENHS_SYN_0039,Thursday,60,5,0.0833
ENHS_SYN_0039,Tuesday,60,4,0.0667
ENHS_SYN_0039,Wednesday,60,5,0.0833
ENHS_SYN_0040,Friday,60,7,0.1167
ENHS_SYN_0040,Monday,60,4,0.0667
ENHS_SYN_0040,Thursday,59,4,0.0678
ENHS_SYN_0040,Tuesday,59,8,0.1356
ENHS_SYN_0040,Wednesday,60,2,0.0333
ENHS_SYN_0041,Friday,60,15,0.25
ENHS_SYN_0041,Monday,60,8,0.1333
ENHS_SYN_0041,Thursday,60,11,0.1833
ENHS_SYN_0041,Tuesday,60,17,0.2833
ENHS_SYN_0041,Wednesday,60,19,0.3167
ENHS_SYN_0042,Friday,60,5,0.0833
ENHS_SYN_0042,Monday,60,4,0.0667
ENHS_SYN_0042,Thursday,60,4,0.0667
ENHS_SYN_0042,Tuesday,60,2,0.0333
ENHS_SYN_0042,Wednesday,60,2,0.0333
ENHS_SYN_0043,Friday,60,10,0.1667
ENHS_SYN_0043,Monday,60,8,0.1333
ENHS_SYN_0043,Thursday,60,13,0.2167
ENHS_SYN_0043,Tuesday,60,7,0.1167
ENHS_SYN_0043,Wednesday,60,14,0.2333
ENHS_SYN_0044,Friday,60,17,0.2833
ENHS_SYN_0044,Monday,60,19,0.3167
ENHS_SYN_0044,Thursday,60,13,0.2167
ENHS_SYN_0044,Tuesday,60,11,0.1833
ENHS_SYN_0044,Wednesday,60,14,0.2333
ENHS_SYN_0045,Friday,60,14,0.2333
ENHS_SYN_0045,Monday,60,7,0.1167
ENHS_SYN_0045,Thursday,60,7,0.1167
ENHS_SYN_0045,Tuesday,60,15,0.25
ENHS_SYN_0045,Wednesday,60,6,0.1
ENHS_SYN_0046,Friday,60,7,0.1167
ENHS_SYN_0046,Monday,60,4,0.0667
ENHS_SYN_0046,Thursday,60,2,0.0333
ENHS_SYN_0046,Tuesday,60,4,0.0667
ENHS_SYN_0046,Wednesday,60,7,0.1167
ENHS_SYN_0047,Friday,60,17,0.2833
ENHS_SYN_0047,Monday,60,20,0.3333
ENHS_SYN_0047,Thursday,60,12,0.2
ENHS_SYN_0047,Tuesday,60,12,0.2
ENHS_SYN_0047,Wednesday,60,20,0.3333
ENHS_SYN_0048,Friday,60,8,0.1333
ENHS_SYN_0048,Monday,60,16,0.2667
ENHS_SYN_0048,Thursday,60,18,0.3
ENHS_SYN_0048,Tuesday,60,19,0.3167
ENHS_SYN_0048,Wednesday,60,15,0.25
ENHS_SYN_0049,Friday,60,15,0.25
ENHS_SYN_0049,Monday,60,10,0.1667
ENHS_SYN_0049,Thursday,60,12,0.2
ENHS_SYN_0049,Tuesday,60,6,0.1
ENHS_SYN_0049,Wednesday,60,9,0.15
ENHS_SYN_0050,Friday,60,17,0.2833
ENHS_SYN_0050,Monday,60,18,0.3
ENHS_SYN_0050,Thursday,59,10,0.1695
ENHS_SYN_0050,Tuesday,60,13,0.2167
ENHS_SYN_0050,Wednesday,60,10,0.1667
ENHS_SYN_0051,Friday,60,10,0.1667
ENHS_SYN_0051,Monday,60,7,0.1167
ENHS_SYN_0051,Thursday,60,8,0.1333
ENHS_SYN_0051,Tuesday,60,4,0.0667
ENHS_SYN_0051,Wednesday,60,4,0.0667
ENHS_SYN_0052,Friday,60,4,0.0667
ENHS_SYN_0052,Monday,60,6,0.1
ENHS_SYN_0052,Thursday,60,4,0.0667
ENHS_SYN_0052,Tuesday,60,5,0.0833
ENHS_SYN_0052,Wednesday,60,7,0.1167
ENHS_SYN_0053,Friday,60,12,0.2
ENHS_SYN_0053,Monday,60,9,0.15
ENHS_SYN_0053,Thursday,60,12,0.2
ENHS_SYN_0053,Tuesday,60,13,0.2167
ENHS_SYN_0053,Wednesday,60,10,0.1667
ENHS_SYN_0054,Friday,60,15,0.25
ENHS_SYN_0054,Monday,60,18,0.3
ENHS_SYN_0054,Thursday,60,16,0.2667
ENHS_SYN_0054,Tuesday,60,17,0.2833
ENHS_SYN_0054,Wednesday,60,15,0.25
ENHS_SYN_0055,Friday,60,7,0.1167
ENHS_SYN_0055,Monday,59,9,0.1525
ENHS_SYN_0055,Thursday,60,7,0.1167
ENHS_SYN_0055,Tuesday,60,9,0.15
ENHS_SYN_0055,Wednesday,59,3,0.0508
ENHS_SYN_0056,Friday,60,3,0.05
ENHS_SYN_0056,Monday,60,3,0.05
ENHS_SYN_0056,Thursday,60,0,0.0
ENHS_SYN_0056,Tuesday,60,2,0.0333
ENHS_SYN_0056,Wednesday,60,2,0.0333
ENHS_SYN_0057,Friday,60,14,0.2333
ENHS_SYN_0057,Monday,60,11,0.1833
ENHS_SYN_0057,Thursday,60,6,0.1
ENHS_SYN_0057,Tuesday,60,6,0.1
ENHS_SYN_0057,Wednesday,60,4,0.0667
ENHS_SYN_0058,Friday,60,3,0.05
ENHS_SYN_0058,Monday,60,3,0.05
ENHS_SYN_0058,Thursday,60,2,0.0333
ENHS_SYN_0058,Tuesday,60,6,0.1
ENHS_SYN_0058,Wednesday,60,4,0.0667
ENHS_SYN_0059,Friday,60,5,0.0833
ENHS_SYN_0059,Monday,60,4,0.0667
ENHS_SYN_0059,Thursday,60,0,0.0
ENHS_SYN_0059,Tuesday,60,3,0.05
ENHS_SYN_0059,Wednesday,60,1,0.0167
ENHS_SYN_0060,Friday,60,17,0.2833
ENHS_SYN_0060,Monday,60,14,0.2333
ENHS_SYN_0060,Thursday,60,11,0.1833
ENHS_SYN_0060,Tuesday,60,9,0.15
ENHS_SYN_0060,Wednesday,60,7,0.1167
ENHS_SYN_0061,Friday,60,5,0.0833
ENHS_SYN_0061,Monday,60,6,0.1
ENHS_SYN_0061,Thursday,60,5,0.0833
ENHS_SYN_0061,Tuesday,60,1,0.0167
ENHS_SYN_0061,Wednesday,60,4,0.0667
ENHS_SYN_0062,Friday,60,4,0.0667
ENHS_SYN_0062,Monday,60,7,0.1167
ENHS_SYN_0062,Thursday,59,5,0.0847
ENHS_SYN_0062,Tuesday,60,9,0.15
ENHS_SYN_0062,Wednesday,60,4,0.0667
ENHS_SYN_0063,Friday,60,2,0.0333
ENHS_SYN_0063,Monday,60,5,0.0833
ENHS_SYN_0063,Thursday,60,4,0.0667
ENHS_SYN_0063,Tuesday,60,2,0.0333
ENHS_SYN_0063,Wednesday,60,2,0.0333
ENHS_SYN_0064,Friday,60,8,0.1333
ENHS_SYN_0064,Monday,60,9,0.15
ENHS_SYN_0064,Thursday,60,5,0.0833
ENHS_SYN_0064,Tuesday,60,5,0.0833
ENHS_SYN_0064,Wednesday,60,9,0.15
ENHS_SYN_0065,Friday,60,8,0.1333
ENHS_SYN_0065,Monday,60,5,0.0833
ENHS_SYN_0065,Thursday,60,3,0.05
ENHS_SYN_0065,Tuesday,60,5,0.0833
ENHS_SYN_0065,Wednesday,60,5,0.0833
ENHS_SYN_0066,Friday,60,5,0.0833
ENHS_SYN_0066,Monday,60,7,0.1167
ENHS_SYN_0066,Thursday,60,3,0.05
ENHS_SYN_0066,Tuesday,60,7,0.1167
ENHS_SYN_0066,Wednesday,60,4,0.0667
ENHS_SYN_0067,Friday,59,7,0.1186
ENHS_SYN_0067,Monday,60,12,0.2
ENHS_SYN_0067,Thursday,60,7,0.1167
ENHS_SYN_0067,Tuesday,60,12,0.2
ENHS_SYN_0067,Wednesday,60,15,0.25
ENHS_SYN_0068,Friday,59,4,0.0678
ENHS_SYN_0068,Monday,60,12,0.2
ENHS_SYN_0068,Thursday,60,7,0.1167
ENHS_SYN_0068,Tuesday,60,9,0.15
ENHS_SYN_0068,Wednesday,60,9,0.15
ENHS_SYN_0069,Friday,58,14,0.2414
ENHS_SYN_0069,Monday,59,17,0.2881
ENHS_SYN_0069,Thursday,60,14,0.2333
ENHS_SYN_0069,Tuesday,60,17,0.2833
ENHS_SYN_0069,Wednesday,60,14,0.2333
ENHS_SYN_0070,Friday,60,17,0.2833
ENHS_SYN_0070,Monday,60,7,0.1167
ENHS_SYN_0070,Thursday,60,8,0.1333
ENHS_SYN_0070,Tuesday,60,8,0.1333
ENHS_SYN_0070,Wednesday,60,12,0.2
ENHS_SYN_0071,Friday,60,2,0.0333
ENHS_SYN_0071,Monday,60,3,0.05
ENHS_SYN_0071,Thursday,60,4,0.0667
ENHS_SYN_0071,Tuesday,60,0,0.0
ENHS_SYN_0071,Wednesday,60,1,0.0167
ENHS_SYN_0072,Friday,60,2,0.0333
ENHS_SYN_0072,Monday,59,1,0.0169
ENHS_SYN_0072,Thursday,60,2,0.0333
ENHS_SYN_0072,Tuesday,60,5,0.0833
ENHS_SYN_0072,Wednesday,60,2,0.0333
ENHS_SYN_0073,Friday,59,7,0.1186
ENHS_SYN_0073,Monday,60,5,0.0833
ENHS_SYN_0073,Thursday,60,2,0.0333
ENHS_SYN_0073,Tuesday,60,12,0.2
ENHS_SYN_0073,Wednesday,60,3,0.05
ENHS_SYN_0074,Friday,60,14,0.2333
ENHS_SYN_0074,Monday,60,15,0.25
ENHS_SYN_0074,Thursday,60,12,0.2
ENHS_SYN_0074,Tuesday,60,10,0.1667
ENHS_SYN_0074,Wednesday,60,13,0.2167
ENHS_SYN_0075,Friday,60,4,0.0667
ENHS_SYN_0075,Monday,60,3,0.05
ENHS_SYN_0075,Thursday,60,4,0.0667
ENHS_SYN_0075,Tuesday,60,1,0.0167
ENHS_SYN_0075,Wednesday,60,4,0.0667
ENHS_SYN_0076,Friday,60,4,0.0667
ENHS_SYN_0076,Monday,60,9,0.15
ENHS_SYN_0076,Thursday,60,2,0.0333
ENHS_SYN_0076,Tuesday,60,3,0.05
ENHS_SYN_0076,Wednesday,59,1,0.0169
ENHS_SYN_0077,Friday,60,9,0.15
ENHS_SYN_0077,Monday,60,11,0.1833
ENHS_SYN_0077,Thursday,60,9,0.15
ENHS_SYN_0077,Tuesday,60,5,0.0833
ENHS_SYN_0077,Wednesday,60,10,0.1667
ENHS_SYN_0078,Friday,59,7,0.1186
ENHS_SYN_0078,Monday,60,3,0.05
ENHS_SYN_0078,Thursday,60,5,0.0833
ENHS_SYN_0078,Tuesday,60,4,0.0667
ENHS_SYN_0078,Wednesday,60,3,0.05
ENHS_SYN_0079,Friday,60,9,0.15
ENHS_SYN_0079,Monday,60,8,0.1333
ENHS_SYN_0079,Thursday,60,9,0.15
ENHS_SYN_0079,Tuesday,60,7,0.1167
ENHS_SYN_0079,Wednesday,60,5,0.0833
ENHS_SYN_0080,Friday,60,5,0.0833
ENHS_SYN_0080,Monday,60,7,0.1167
ENHS_SYN_0080,Thursday,59,8,0.1356
ENHS_SYN_0080,Tuesday,60,4,0.0667
ENHS_SYN_0080,Wednesday,60,7,0.1167
ENHS_SYN_0081,Friday,60,4,0.0667
ENHS_SYN_0081,Monday,60,3,0.05
ENHS_SYN_0081,Thursday,60,7,0.1167
ENHS_SYN_0081,Tuesday,60,5,0.0833
ENHS_SYN_0081,Wednesday,60,3,0.05
ENHS_SYN_0082,Friday,59,9,0.1525
ENHS_SYN_0082,Monday,60,13,0.2167
ENHS_SYN_0082,Thursday,60,7,0.1167
ENHS_SYN_0082,Tuesday,60,5,0.0833
ENHS_SYN_0082,Wednesday,60,7,0.1167
ENHS_SYN_0083,Friday,60,5,0.0833
ENHS_SYN_0083,Monday,60,1,0.0167
ENHS_SYN_0083,Thursday,60,0,0.0
ENHS_SYN_0083,Tuesday,60,2,0.0333
ENHS_SYN_0083,Wednesday,60,4,0.0667
ENHS_SYN_0084,Friday,60,9,0.15
ENHS_SYN_0084,Monday,60,5,0.0833
ENHS_SYN_0084,Thursday,60,9,0.15
ENHS_SYN_0084,Tuesday,60,11,0.1833
ENHS_SYN_0084,Wednesday,60,4,0.0667
ENHS_SYN_0085,Friday,60,11,0.1833
ENHS_SYN_0085,Monday,60,15,0.25
ENHS_SYN_0085,Thursday,60,10,0.1667
ENHS_SYN_0085,Tuesday,60,9,0.15
ENHS_SYN_0085,Wednesday,60,12,0.2
ENHS_SYN_0086,Friday,60,5,0.0833
ENHS_SYN_0086,Monday,59,11,0.1864
ENHS_SYN_0086,Thursday,60,4,0.0667
ENHS_SYN_0086,Tuesday,60,4,0.0667
ENHS_SYN_0086,Wednesday,59,5,0.0847
ENHS_SYN_0087,Friday,60,4,0.0667
ENHS_SYN_0087,Monday,60,5,0.0833
ENHS_SYN_0087,Thursday,60,5,0.0833
ENHS_SYN_0087,Tuesday,60,4,0.0667
ENHS_SYN_0087,Wednesday,60,5,0.0833
ENHS_SYN_0088,Friday,60,2,0.0333
ENHS_SYN_0088,Monday,59,2,0.0339
ENHS_SYN_0088,Thursday,60,6,0.1
ENHS_SYN_0088,Tuesday,60,2,0.0333
ENHS_SYN_0088,Wednesday,60,0,0.0
ENHS_SYN_0089,Friday,60,4,0.0667
ENHS_SYN_0089,Monday,60,11,0.1833
ENHS_SYN_0089,Thursday,60,3,0.05
ENHS_SYN_0089,Tuesday,60,12,0.2
ENHS_SYN_0089,Wednesday,60,7,0.1167
ENHS_SYN_0090,Friday,60,4,0.0667
ENHS_SYN_0090,Monday,60,4,0.0667
ENHS_SYN_0090,Thursday,60,2,0.0333
ENHS_SYN_0090,Tuesday,60,1,0.0167
ENHS_SYN_0090,Wednesday,60,1,0.0167
ENHS_SYN_0091,Friday,60,12,0.2
ENHS_SYN_0091,Monday,60,7,0.1167
ENHS_SYN_0091,Thursday,60,3,0.05
ENHS_SYN_0091,Tuesday,60,3,0.05
ENHS_SYN_0091,Wednesday,60,4,0.0667
ENHS_SYN_0092,Friday,60,12,0.2
ENHS_SYN_0092,Monday,60,8,0.1333
ENHS_SYN_0092,Thursday,60,7,0.1167
ENHS_SYN_0092,Tuesday,59,8,0.1356
ENHS_SYN_0092,Wednesday,60,6,0.1
ENHS_SYN_0093,Friday,60,2,0.0333
ENHS_SYN_0093,Monday,58,4,0.069
ENHS_SYN_0093,Thursday,60,0,0.0
ENHS_SYN_0093,Tuesday,60,2,0.0333
ENHS_SYN_0093,Wednesday,60,1,0.0167
ENHS_SYN_0094,Friday,60,14,0.2333
ENHS_SYN_0094,Monday,60,13,0.2167
ENHS_SYN_0094,Thursday,60,20,0.3333
ENHS_SYN_0094,Tuesday,60,16,0.2667
ENHS_SYN_0094,Wednesday,60,13,0.2167
ENHS_SYN_0095,Friday,60,4,0.0667
ENHS_SYN_0095,Monday,60,4,0.0667
ENHS_SYN_0095,Thursday,60,7,0.1167
ENHS_SYN_0095,Tuesday,60,6,0.1
ENHS_SYN_0095,Wednesday,60,5,0.0833
ENHS_SYN_0096,Friday,59,7,0.1186
ENHS_SYN_0096,Monday,60,8,0.1333
ENHS_SYN_0096,Thursday,60,7,0.1167
ENHS_SYN_0096,Tuesday,58,13,0.2241
ENHS_SYN_0096,Wednesday,60,16,0.2667
ENHS_SYN_0097,Friday,60,7,0.1167
ENHS_SYN_0097,Monday,60,7,0.1167
ENHS_SYN_0097,Thursday,60,9,0.15
ENHS_SYN_0097,Tuesday,60,3,0.05
ENHS_SYN_0097,Wednesday,60,4,0.0667
ENHS_SYN_0098,Friday,60,14,0.2333
ENHS_SYN_0098,Monday,60,9,0.15
ENHS_SYN_0098,Thursday,60,11,0.1833
ENHS_SYN_0098,Tuesday,60,5,0.0833
ENHS_SYN_0098,Wednesday,60,8,0.1333
ENHS_SYN_0099,Friday,59,9,0.1525
ENHS_SYN_0099,Monday,60,7,0.1167
ENHS_SYN_0099,Thursday,60,8,0.1333
ENHS_SYN_0099,Tuesday,60,7,0.1167
ENHS_SYN_0099,Wednesday,60,12,0.2
ENHS_SYN_0100,Friday,59,16,0.2712
ENHS_SYN_0100,Monday,60,9,0.15
ENHS_SYN_0100,Thursday,60,6,0.1
ENHS_SYN_0100,Tuesday,60,14,0.2333
ENHS_SYN_0100,Wednesday,60,7,0.1167
ENHS_SYN_0101,Friday,60,12,0.2
ENHS_SYN_0101,Monday,60,17,0.2833
ENHS_SYN_0101,Thursday,60,14,0.2333
ENHS_SYN_0101,Tuesday,60,16,0.2667
ENHS_SYN_0101,Wednesday,60,15,0.25
ENHS_SYN_0102,Friday,60,13,0.2167
ENHS_SYN_0102,Monday,60,10,0.1667
ENHS_SYN_0102,Thursday,60,12,0.2
ENHS_SYN_0102,Tuesday,60,9,0.15
ENHS_SYN_0102,Wednesday,60,7,0.1167
ENHS_SYN_0103,Friday,60,9,0.15
ENHS_SYN_0103,Monday,59,10,0.1695
ENHS_SYN_0103,Thursday,60,14,0.2333
ENHS_SYN_0103,Tuesday,60,8,0.1333
ENHS_SYN_0103,Wednesday,60,15,0.25
ENHS_SYN_0104,Friday,60,7,0.1167
ENHS_SYN_0104,Monday,60,6,0.1
ENHS_SYN_0104,Thursday,59,5,0.0847
ENHS_SYN_0104,Tuesday,59,7,0.1186
ENHS_SYN_0104,Wednesday,60,6,0.1
ENHS_SYN_0105,Friday,59,12,0.2034
ENHS_SYN_0105,Monday,60,7,0.1167
ENHS_SYN_0105,Thursday,60,8,0.1333
ENHS_SYN_0105,Tuesday,59,12,0.2034
ENHS_SYN_0105,Wednesday,60,11,0.1833
ENHS_SYN_0106,Friday,60,3,0.05
ENHS_SYN_0106,Monday,60,5,0.0833
ENHS_SYN_0106,Thursday,59,4,0.0678
ENHS_SYN_0106,Tuesday,60,6,0.1
ENHS_SYN_0106,Wednesday,60,11,0.1833
ENHS_SYN_0107,Friday,60,10,0.1667
ENHS_SYN_0107,Monday,60,5,0.0833
ENHS_SYN_0107,Thursday,60,6,0.1
ENHS_SYN_0107,Tuesday,60,3,0.05
ENHS_SYN_0107,Wednesday,60,7,0.1167
ENHS_SYN_0108,Friday,60,6,0.1
ENHS_SYN_0108,Monday,60,7,0.1167
ENHS_SYN_0108,Thursday,60,6,0.1
ENHS_SYN_0108,Tuesday,60,10,0.1667
ENHS_SYN_0108,Wednesday,60,7,0.1167
ENHS_SYN_0109,Friday,60,6,0.1
ENHS_SYN_0109,Monday,60,6,0.1
